station,valid,vsby,wxcodes,drct,sknt,metar
WABB,2023-10-05 06:00,6.21,M,270.00,7.00,WABB 050600Z 27007KT 080V270 9999 FEW018 30/26 Q1008 NOSIG
WABB,2023-10-05 06:30,6.21,M,280.00,9.00,WABB 050630Z 28009KT 090V280 9999 FEW018 30/26 Q1008 NOSIG
WABB,2023-10-05 07:00,6.21,M,260.00,7.00,WABB 050700Z 26007KT 090V260 9999 FEW018 30/25 Q1008 NOSIG
WABB,2023-10-05 07:30,6.21,M,280.00,8.00,WABB 050730Z 28008KT 090V280 9999 FEW018 30/25 Q1008 NOSIG
WABB,2023-10-05 08:00,6.21,M,270.00,6.00,WABB 050800Z 27006KT 090V270 9999 FEW018 29/24 Q1008 NOSIG
WABB,2023-10-05 08:30,6.21,M,280.00,6.00,WABB 050830Z 28006KT 100V280 9999 FEW018 28/24 Q1009 NOSIG
WABB,2023-10-05 09:00,6.21,M,290.00,5.00,WABB 050900Z 29005KT 100V290 9999 FEW018 28/24 Q1009 NOSIG
WABB,2023-10-05 09:30,6.21,M,320.00,3.00,WABB 050930Z 32003KT 140V320 9999 FEW018 27/24 Q1009 NOSIG
WABB,2023-10-05 10:00,6.21,M,M,2.00,WABB 051000Z VRB02KT 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-05 10:30,6.21,M,M,2.00,WABB 051030Z VRB02KT 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-05 11:00,6.21,M,320.00,4.00,WABB 051100Z 32004KT 140V320 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-05 11:30,6.21,M,320.00,4.00,WABB 051130Z 32004KT 140V320 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-05 12:00,6.21,M,320.00,5.00,WABB 051200Z 32005KT 140V320 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-05 12:30,6.21,M,310.00,3.00,WABB 051230Z 31003KT 140V310 9999 FEW018 26/24 Q1011 NOSIG
WABB,2023-10-05 13:00,6.21,M,320.00,4.00,WABB 051300Z 32004KT 140V320 9999 FEW018 26/24 Q1011 NOSIG
WABB,2023-10-05 13:30,6.21,M,M,2.00,WABB 051330Z VRB02KT 9999 FEW018 26/24 Q1011 NOSIG
WABB,2023-10-05 14:00,6.21,M,M,2.00,WABB 051400Z VRB02KT 9999 FEW018 26/25 Q1011 NOSIG
WABB,2023-10-05 14:30,6.21,M,320.00,4.00,WABB 051430Z 32004KT 150V320 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-05 15:00,6.21,M,310.00,4.00,WABB 051500Z 31004KT 140V310 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-05 15:30,6.21,M,M,2.00,WABB 051530Z VRB02KT 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-05 16:00,6.21,M,M,2.00,WABB 051600Z VRB02KT 9999 FEW018 25/24 Q1010 NOSIG
WABB,2023-10-05 16:30,6.21,M,M,2.00,WABB 051630Z VRB02KT 9999 FEW018 25/24 Q1010 NOSIG
WABB,2023-10-05 17:00,6.21,M,310.00,3.00,WABB 051700Z 31003KT 130V310 9999 FEW018 25/25 Q1010 NOSIG
WABB,2023-10-05 17:30,6.21,M,320.00,5.00,WABB 051730Z 32005KT 140V320 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-10-05 18:00,6.21,M,330.00,5.00,WABB 051800Z 33005KT 150V330 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-10-05 18:30,6.21,M,M,2.00,WABB 051830Z VRB02KT 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-05 19:00,6.21,M,320.00,3.00,WABB 051900Z 32003KT 130V320 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-05 19:30,6.21,M,310.00,4.00,WABB 051930Z 31004KT 130V310 9999 FEW018 25/24 Q1010 NOSIG
WABB,2023-10-05 20:00,6.21,M,330.00,5.00,WABB 052000Z 33005KT 150V330 9999 FEW018 25/24 Q1010 NOSIG
WABB,2023-10-05 20:30,6.21,M,330.00,3.00,WABB 052030Z 33003KT 150V330 9999 FEW018 25/24 Q1010 NOSIG
WABB,2023-10-05 21:00,6.21,M,M,2.00,WABB 052100Z VRB02KT 9999 FEW018 25/24 Q1011 NOSIG
WABB,2023-10-05 21:30,6.21,M,M,2.00,WABB 052130Z VRB02KT 9999 FEW018 25/24 Q1011 NOSIG
WABB,2023-10-05 22:00,6.21,M,M,2.00,WABB 052200Z VRB02KT 9999 FEW018 27/25 Q1011 NOSIG
WABB,2023-10-05 22:30,6.21,M,M,2.00,WABB 052230Z VRB02KT 9999 SCT018 28/25 Q1011 NOSIG
WABB,2023-10-05 23:00,6.21,M,240.00,5.00,WABB 052300Z 24005KT 090V240 9999 SCT018 29/26 Q1011 NOSIG
WABB,2023-10-05 23:30,6.21,M,270.00,6.00,WABB 052330Z 27006KT 070V270 9999 SCT018 30/26 Q1011 NOSIG
WABB,2023-10-06 00:00,6.21,-RA,250.00,4.00,WABB 060000Z 25004KT 080V250 9999 -RA SCT018 SCT100 28/26 Q1011 NOSIG
WABB,2023-10-06 00:30,6.21,M,260.00,3.00,WABB 060030Z 26003KT 070V260 9999 SCT018 SCT100 29/26 Q1011 NOSIG
WABB,2023-10-06 01:00,6.21,M,260.00,9.00,WABB 060100Z 26009KT 070V260 9999 SCT018 SCT100 30/26 Q1011 NOSIG
WABB,2023-10-06 01:30,6.21,M,270.00,11.00,WABB 060130Z 27011KT 080V270 9999 SCT018 SCT100 30/26 Q1010 NOSIG
WABB,2023-10-06 02:00,6.21,M,280.00,8.00,WABB 060200Z 28008KT 280V070 9999 SCT018 30/25 Q1010 NOSIG
WABB,2023-10-06 02:30,6.21,M,260.00,11.00,WABB 060230Z 26011KT 080V260 9999 SCT018 30/26 Q1010 NOSIG
WABB,2023-10-06 03:00,6.21,M,260.00,11.00,WABB 060300Z 26011KT 080V260 9999 SCT018 30/25 Q1009 NOSIG
WABB,2023-10-06 03:30,6.21,M,260.00,14.00,WABB 060330Z 26014KT 080V260 9999 SCT018 31/25 Q1009 NOSIG
WABB,2023-10-06 04:00,6.21,M,260.00,13.00,WABB 060400Z 26013KT 070V260 9999 SCT018 30/25 Q1008 NOSIG
WABB,2023-10-06 04:30,6.21,M,260.00,11.00,WABB 060430Z 26011KT 090V260 9999 SCT018 31/25 Q1008 NOSIG
WABB,2023-10-06 05:00,6.21,M,280.00,9.00,WABB 060500Z 28009KT 080V280 9999 SCT018 31/25 Q1008 NOSIG
WABB,2023-10-06 05:30,6.21,M,260.00,10.00,WABB 060530Z 26010KT 080V260 9999 SCT018 31/25 Q1008 NOSIG
WABB,2023-10-06 06:00,6.21,M,260.00,5.00,WABB 060600Z 26005KT 070V260 9999 SCT018 30/25 Q1007 NOSIG
WABB,2023-10-06 06:30,6.21,M,250.00,6.00,WABB 060630Z 25006KT 080V250 9999 SCT018 30/25 Q1007 NOSIG
WABB,2023-10-06 07:00,6.21,M,260.00,7.00,WABB 060700Z 26007KT 080V260 9999 SCT018 30/25 Q1008 NOSIG
WABB,2023-10-06 07:30,6.21,M,250.00,5.00,WABB 060730Z 25005KT 080V250 9999 SCT018 30/25 Q1008 NOSIG
WABB,2023-10-06 08:00,6.21,M,250.00,6.00,WABB 060800Z 25006KT 080V250 9999 SCT018 30/25 Q1008 NOSIG
WABB,2023-10-06 08:30,6.21,M,260.00,6.00,WABB 060830Z 26006KT 090V260 9999 SCT018 29/25 Q1009 NOSIG
WABB,2023-10-06 09:00,6.21,M,M,2.00,WABB 060900Z VRB02KT 9999 SCT018 29/25 Q1009 NOSIG
WABB,2023-10-06 09:30,6.21,M,280.00,5.00,WABB 060930Z 28005KT 100V280 9999 SCT018 29/25 Q1010 NOSIG
WABB,2023-10-06 10:00,6.21,M,310.00,6.00,WABB 061000Z 31006KT 130V310 9999 SCT018 28/25 Q1010 NOSIG
WABB,2023-10-06 10:30,6.21,M,330.00,3.00,WABB 061030Z 33003KT 160V330 9999 SCT018 27/25 Q1010 NOSIG
WABB,2023-10-06 11:00,6.21,M,320.00,4.00,WABB 061100Z 32004KT 140V320 9999 SCT018 27/25 Q1011 NOSIG
WABB,2023-10-06 11:30,6.21,M,330.00,5.00,WABB 061130Z 33005KT 150V330 9999 SCT018 27/25 Q1011 NOSIG
WABB,2023-10-06 12:00,6.21,M,320.00,6.00,WABB 061200Z 32006KT 140V320 9999 SCT018 26/25 Q1011 NOSIG
WABB,2023-10-06 12:30,6.21,M,320.00,5.00,WABB 061230Z 32005KT 140V320 9999 SCT018 26/24 Q1011 NOSIG
WABB,2023-10-06 13:00,6.21,M,300.00,4.00,WABB 061300Z 30004KT 120V300 9999 SCT018 26/24 Q1011 NOSIG
WABB,2023-10-06 13:30,6.21,M,330.00,6.00,WABB 061330Z 33006KT 140V330 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-10-06 14:00,6.21,M,320.00,3.00,WABB 061400Z 32003KT 140V320 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-10-06 14:30,6.21,M,M,2.00,WABB 061430Z VRB02KT 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-10-06 15:00,6.21,M,300.00,5.00,WABB 061500Z 30005KT 120V300 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-10-06 15:30,6.21,M,290.00,4.00,WABB 061530Z 29004KT 100V290 9999 SCT018 26/24 Q1009 NOSIG
WABB,2023-10-06 16:00,6.21,M,0.00,0.00,WABB 061600Z 00000KT 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-10-06 16:30,6.21,M,340.00,3.00,WABB 061630Z 34003KT 160V340 9999 SCT018 24/24 Q1009 NOSIG
WABB,2023-10-06 17:00,6.21,M,10.00,3.00,WABB 061700Z 01003KT 010V260 9999 SCT018 24/24 Q1009 NOSIG
WABB,2023-10-06 17:30,6.21,M,360.00,3.00,WABB 061730Z 36003KT 170V360 9999 SCT018 24/24 Q1009 NOSIG
WABB,2023-10-06 18:00,6.21,M,M,2.00,WABB 061800Z VRB02KT 9999 SCT018 24/24 Q1009 NOSIG
WABB,2023-10-06 18:30,6.21,M,320.00,3.00,WABB 061830Z 32003KT 140V320 9999 SCT018 24/23 Q1009 NOSIG
WABB,2023-10-06 19:00,6.21,M,0.00,0.00,WABB 061900Z 00000KT 9999 SCT018 24/24 Q1009 NOSIG
WABB,2023-10-06 19:30,6.21,M,M,2.00,WABB 061930Z VRB02KT 9999 SCT018 25/24 Q1009 NOSIG
WABB,2023-10-06 20:00,6.21,M,M,2.00,WABB 062000Z VRB02KT 9999 SCT018 25/24 Q1009 NOSIG
WABB,2023-10-06 20:30,6.21,M,M,2.00,WABB 062030Z VRB02KT 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-10-06 21:00,6.21,M,M,2.00,WABB 062100Z VRB02KT 9999 FEW018 25/24 Q1010 NOSIG
WABB,2023-10-06 21:30,6.21,M,M,2.00,WABB 062130Z VRB02KT 9999 FEW018 26/26 Q1010 NOSIG
WABB,2023-10-06 22:00,6.21,M,M,2.00,WABB 062200Z VRB02KT 9999 FEW018 28/26 Q1010 NOSIG
WABB,2023-10-06 22:30,6.21,M,M,2.00,WABB 062230Z VRB02KT 9999 FEW018 28/26 Q1010 NOSIG
WABB,2023-10-06 23:00,6.21,M,310.00,4.00,WABB 062300Z 31004KT 140V310 9999 FEW018 29/26 Q1010 NOSIG
WABB,2023-10-06 23:30,6.21,M,M,2.00,WABB 062330Z VRB02KT 9999 FEW018 30/26 Q1011 NOSIG
WABB,2023-10-07 00:00,5.59,-RA,210.00,5.00,WABB 070000Z 21005KT 070V210 9000 -RA FEW018 28/27 Q1011 NOSIG
WABB,2023-10-07 00:30,5.59,-RA,300.00,5.00,WABB 070030Z 30005KT 120V300 9000 -RA SCT018 27/26 Q1010 NOSIG
WABB,2023-10-07 01:00,5.59,-RA,320.00,6.00,WABB 070100Z 32006KT 140V320 9000 -RA SCT018 28/26 Q1010 NOSIG
WABB,2023-10-07 01:30,5.59,-RA,220.00,4.00,WABB 070130Z 22004KT 080V220 9000 -RA SCT018 30/27 Q1010 NOSIG
WABB,2023-10-07 02:00,6.21,M,250.00,4.00,WABB 070200Z 25004KT 070V250 9999 SCT018 30/27 Q1010 NOSIG
WABB,2023-10-07 02:30,6.21,M,260.00,9.00,WABB 070230Z 26009KT 080V260 9999 SCT018 31/26 Q1009 NOSIG
WABB,2023-10-07 03:00,6.21,M,250.00,8.00,WABB 070300Z 25008KT 070V250 9999 SCT018 30/26 Q1009 NOSIG
WABB,2023-10-07 03:30,6.21,M,250.00,6.00,WABB 070330Z 25006KT 080V250 9999 SCT018 30/26 Q1009 NOSIG
WABB,2023-10-07 04:00,6.21,M,250.00,8.00,WABB 070400Z 25008KT 080V250 9999 FEW018CB 31/26 Q1008 NOSIG RMK CB AT NW
WABB,2023-10-07 04:30,6.21,M,240.00,11.00,WABB 070430Z 24011KT 080V240 9999 FEW018CB 31/26 Q1008 NOSIG RMK CB AT NW
WABB,2023-10-07 05:00,6.21,M,270.00,10.00,WABB 070500Z 27010KT 270V060 9999 FEW018CB 31/26 Q1007 NOSIG RMK CB AT NW
WABB,2023-10-07 05:30,6.21,M,240.00,11.00,WABB 070530Z 24011KT 080V240 9999 FEW018CB 30/26 Q1007 NOSIG RMK CB AT NW
WABB,2023-10-07 06:00,6.21,M,260.00,8.00,WABB 070600Z 26008KT 090V260 9999 FEW018CB 30/26 Q1007 NOSIG RMK CB AT NW
WABB,2023-10-07 06:30,6.21,M,250.00,10.00,WABB 070630Z 25010KT 080V250 9999 FEW018CB 30/26 Q1007 NOSIG RMK CB AT NW
WABB,2023-10-07 07:00,6.21,M,260.00,4.00,WABB 070700Z 26004KT 070V260 9999 FEW018CB 30/26 Q1008 NOSIG RMK CB AT NW
WABB,2023-10-07 07:30,6.21,M,290.00,6.00,WABB 070730Z 29006KT 290V080 9999 FEW018CB 30/26 Q1008 NOSIG RMK CB AT NW
WABB,2023-10-07 08:00,6.21,M,290.00,7.00,WABB 070800Z 29007KT 100V290 9999 FEW018CB 30/26 Q1008 NOSIG RMK CB AT NW
WABB,2023-10-07 08:30,6.21,M,280.00,6.00,WABB 070830Z 28006KT 090V280 9999 FEW018CB 30/25 Q1008 NOSIG RMK CB AT NW
WABB,2023-10-07 09:00,6.21,M,280.00,5.00,WABB 070900Z 28005KT 100V280 9999 FEW018CB 29/24 Q1009 NOSIG RMK CB AT NW
WABB,2023-10-07 09:30,6.21,M,280.00,4.00,WABB 070930Z 28004KT 100V280 9999 FEW018CB 29/24 Q1009 NOSIG RMK CB AT NW
WABB,2023-10-07 10:00,6.21,M,260.00,4.00,WABB 071000Z 26004KT 080V260 9999 FEW018CB 29/24 Q1009 NOSIG RMK CB AT NW
WABB,2023-10-07 10:30,6.21,M,M,2.00,WABB 071030Z VRB02KT 9999 FEW018CB 27/25 Q1009 NOSIG RMK CB AT NW
WABB,2023-10-07 11:00,6.21,M,M,2.00,WABB 071100Z VRB02KT 9999 FEW018 27/25 Q1010 NOSIG
WABB,2023-10-07 11:30,6.21,M,310.00,3.00,WABB 071130Z 31003KT 140V310 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 12:00,6.21,M,340.00,3.00,WABB 071200Z 34003KT 160V340 9999 FEW018 27/25 Q1010 NOSIG
WABB,2023-10-07 12:30,6.21,M,330.00,3.00,WABB 071230Z 33003KT 150V330 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 13:00,6.21,M,320.00,5.00,WABB 071300Z 32005KT 140V320 9999 FEW018 27/25 Q1010 NOSIG
WABB,2023-10-07 13:30,6.21,M,320.00,5.00,WABB 071330Z 32005KT 140V320 9999 FEW018 27/25 Q1010 NOSIG
WABB,2023-10-07 14:00,6.21,M,330.00,5.00,WABB 071400Z 33005KT 150V330 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 14:30,6.21,M,310.00,6.00,WABB 071430Z 31006KT 140V310 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 15:00,6.21,M,300.00,4.00,WABB 071500Z 30004KT 130V300 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 15:30,6.21,M,270.00,4.00,WABB 071530Z 27004KT 080V270 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 16:00,6.21,M,280.00,3.00,WABB 071600Z 28003KT 100V280 9999 FEW018 26/25 Q1009 NOSIG
WABB,2023-10-07 16:30,6.21,M,M,2.00,WABB 071630Z VRB02KT 9999 FEW018 25/25 Q1009 NOSIG
WABB,2023-10-07 17:00,6.21,M,30.00,3.00,WABB 071700Z 03003KT 030V240 9999 FEW018 25/25 Q1009 NOSIG
WABB,2023-10-07 17:30,6.21,M,M,2.00,WABB 071730Z VRB02KT 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-10-07 18:00,6.21,M,M,2.00,WABB 071800Z VRB02KT 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-10-07 18:30,6.21,M,M,2.00,WABB 071830Z VRB02KT 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-10-07 19:00,6.21,M,0.00,0.00,WABB 071900Z 00000KT 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-10-07 19:30,6.21,M,M,2.00,WABB 071930Z VRB02KT 9999 FEW018 24/24 Q1009 NOSIG
WABB,2023-10-07 20:00,6.21,M,0.00,0.00,WABB 072000Z 00000KT 9999 FEW018 24/24 Q1009 NOSIG
WABB,2023-10-07 20:30,6.21,M,M,2.00,WABB 072030Z VRB02KT 9999 FEW018 24/24 Q1009 NOSIG
WABB,2023-10-07 21:00,6.21,M,0.00,0.00,WABB 072100Z 00000KT 9999 FEW018 25/25 Q1010 NOSIG
WABB,2023-10-07 21:30,6.21,M,M,2.00,WABB 072130Z VRB02KT 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-10-07 22:00,6.21,M,M,2.00,WABB 072200Z VRB02KT 9999 FEW018 28/26 Q1010 NOSIG
WABB,2023-10-07 22:30,6.21,M,210.00,5.00,WABB 072230Z 21005KT 040V210 9999 FEW018 29/26 Q1010 NOSIG
WABB,2023-10-07 23:00,6.21,M,240.00,4.00,WABB 072300Z 24004KT 050V240 9999 FEW018 30/26 Q1010 NOSIG
WABB,2023-10-07 23:30,6.21,M,250.00,4.00,WABB 072330Z 25004KT 060V250 9999 FEW018 30/26 Q1011 NOSIG
WABB,2023-10-08 00:00,6.21,M,230.00,7.00,WABB 080000Z 23007KT 060V230 9999 FEW018 31/26 Q1011 NOSIG
WABB,2023-10-08 00:30,6.21,M,240.00,8.00,WABB 080030Z 24008KT 060V240 9999 FEW018 31/26 Q1011 NOSIG
WABB,2023-10-08 01:00,6.21,M,240.00,8.00,WABB 080100Z 24008KT 080V240 9999 FEW018 31/26 Q1010 NOSIG
WABB,2023-10-08 01:30,6.21,M,270.00,6.00,WABB 080130Z 27006KT 070V270 9999 FEW018 31/27 Q1010 NOSIG
WABB,2023-10-08 02:00,6.21,M,260.00,7.00,WABB 080200Z 26007KT 070V260 9999 FEW018 31/27 Q1010 NOSIG
WABB,2023-10-08 02:30,6.21,M,230.00,4.00,WABB 080230Z 23004KT 060V230 9999 FEW018 31/26 Q1009 NOSIG
WABB,2023-10-08 03:00,6.21,M,260.00,8.00,WABB 080300Z 26008KT 080V260 9999 FEW018 31/26 Q1009 NOSIG
WABB,2023-10-08 03:30,6.21,M,230.00,8.00,WABB 080330Z 23008KT 080V230 9999 FEW018 31/26 Q1009 NOSIG
WABB,2023-10-08 04:00,6.21,M,250.00,8.00,WABB 080400Z 25008KT 070V250 9999 FEW018 31/26 Q1008 NOSIG
WABB,2023-10-08 04:30,6.21,M,270.00,9.00,WABB 080430Z 27009KT 090V270 9999 FEW018 31/26 Q1008 NOSIG
WABB,2023-10-08 05:00,6.21,M,280.00,9.00,WABB 080500Z 28009KT 090V280 9999 FEW018 31/27 Q1007 NOSIG
WABB,2023-10-08 05:30,6.21,M,230.00,6.00,WABB 080530Z 23006KT 080V230 9999 FEW018 31/26 Q1007 NOSIG
WABB,2023-10-08 06:00,6.21,M,260.00,8.00,WABB 080600Z 26008KT 080V260 9999 FEW018 30/26 Q1007 NOSIG
WABB,2023-10-08 06:30,6.21,M,260.00,8.00,WABB 080630Z 26008KT 070V260 9999 FEW018 30/26 Q1007 NOSIG
WABB,2023-10-08 07:00,6.21,M,240.00,10.00,WABB 080700Z 24010KT 080V240 9999 FEW018 30/25 Q1007 NOSIG
WABB,2023-10-08 07:30,6.21,M,270.00,7.00,WABB 080730Z 27007KT 090V270 9999 FEW018 30/25 Q1007 NOSIG
WABB,2023-10-08 08:00,6.21,M,290.00,6.00,WABB 080800Z 29006KT 290V080 9999 FEW018 30/26 Q1007 NOSIG
WABB,2023-10-08 08:30,6.21,M,260.00,7.00,WABB 080830Z 26007KT 080V260 9999 FEW018 29/25 Q1008 NOSIG
WABB,2023-10-08 09:00,6.21,M,270.00,4.00,WABB 080900Z 27004KT 090V270 9999 FEW018 29/25 Q1008 NOSIG
WABB,2023-10-08 09:30,6.21,M,260.00,4.00,WABB 080930Z 26004KT 100V260 9999 FEW018 29/25 Q1008 NOSIG
WABB,2023-10-08 10:00,6.21,M,300.00,3.00,WABB 081000Z 30003KT 130V300 9999 FEW018 28/25 Q1009 NOSIG
WABB,2023-10-08 10:30,6.21,M,330.00,4.00,WABB 081030Z 33004KT 150V330 9999 FEW018 27/25 Q1009 NOSIG
WABB,2023-10-08 11:00,6.21,M,M,2.00,WABB 081100Z VRB02KT 9999 FEW018 27/25 Q1009 NOSIG
WABB,2023-10-08 11:30,6.21,M,M,2.00,WABB 081130Z VRB02KT 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-10-08 12:00,6.21,M,340.00,3.00,WABB 081200Z 34003KT 160V340 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-08 12:30,6.21,M,320.00,5.00,WABB 081230Z 32005KT 140V320 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-08 13:00,6.21,M,320.00,5.00,WABB 081300Z 32005KT 140V320 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-08 13:30,6.21,M,320.00,3.00,WABB 081330Z 32003KT 140V320 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-08 14:00,6.21,M,310.00,3.00,WABB 081400Z 31003KT 130V310 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-08 14:30,6.21,M,0.00,0.00,WABB 081430Z 00000KT 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-08 15:00,6.21,M,M,2.00,WABB 081500Z VRB02KT 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-08 15:30,6.21,M,310.00,3.00,WABB 081530Z 31003KT 140V310 9999 FEW018 26/24 Q1010 NOSIG
WABB,2023-10-08 16:00,6.21,M,M,2.00,WABB 081600Z VRB02KT 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-10-08 16:30,6.21,M,20.00,3.00,WABB 081630Z 02003KT 020V250 9999 FEW018 27/24 Q1009 NOSIG
WABB,2023-10-08 17:00,6.21,M,M,2.00,WABB 081700Z VRB02KT 9999 FEW018 26/23 Q1009 NOSIG
WABB,2023-10-08 17:30,6.21,M,330.00,4.00,WABB 081730Z 33004KT 150V330 9999 FEW018 25/24 Q1008 NOSIG
WABB,2023-10-08 18:00,6.21,M,M,2.00,WABB 081800Z VRB02KT 9999 FEW018 26/23 Q1008 NOSIG
WABB,2023-10-08 18:30,6.21,M,M,2.00,WABB 081830Z VRB02KT 9999 FEW018 26/23 Q1008 NOSIG
WABB,2023-10-08 19:00,6.21,M,330.00,3.00,WABB 081900Z 33003KT 150V330 9999 FEW018 26/23 Q1008 NOSIG
WABB,2023-10-08 19:30,6.21,M,M,2.00,WABB 081930Z VRB02KT 9999 FEW018 26/23 Q1009 NOSIG
WABB,2023-10-08 20:00,6.21,M,M,2.00,WABB 082000Z VRB02KT 9999 FEW018 26/23 Q1009 NOSIG
WABB,2023-10-08 20:30,6.21,M,M,2.00,WABB 082030Z VRB02KT 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-10-08 21:00,6.21,M,320.00,4.00,WABB 082100Z 32004KT 130V320 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-10-08 21:30,6.21,M,330.00,3.00,WABB 082130Z 33003KT 150V330 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-08 22:00,6.21,M,320.00,3.00,WABB 082200Z 32003KT 140V320 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-10-08 22:30,6.21,M,220.00,6.00,WABB 082230Z 22006KT 060V220 9999 FEW018 29/26 Q1010 NOSIG
WABB,2023-10-08 23:00,6.21,M,250.00,8.00,WABB 082300Z 25008KT 060V250 9999 SCT018 30/26 Q1010 NOSIG
WABB,2023-10-08 23:30,6.21,M,240.00,6.00,WABB 082330Z 24006KT 060V240 9999 SCT018 30/26 Q1011 NOSIG
WABB,2023-10-09 00:00,6.21,M,240.00,7.00,WABB 090000Z 24007KT 060V240 9999 SCT018 30/26 Q1011 NOSIG
WABB,2023-10-09 00:30,6.21,M,230.00,10.00,WABB 090030Z 23010KT 050V230 9999 SCT018 30/26 Q1011 NOSIG
WABB,2023-10-09 01:00,6.21,M,240.00,4.00,WABB 090100Z 24004KT 060V240 9999 SCT018 30/25 Q1010 NOSIG
WABB,2023-10-09 01:30,6.21,M,250.00,7.00,WABB 090130Z 25007KT 070V250 9999 SCT018 30/25 Q1010 NOSIG
WABB,2023-10-09 02:00,6.21,M,230.00,6.00,WABB 090200Z 23006KT 080V230 9999 SCT018 31/26 Q1010 NOSIG
WABB,2023-10-09 02:30,6.21,M,210.00,6.00,WABB 090230Z 21006KT 060V210 9999 SCT018 30/25 Q1009 NOSIG
WABB,2023-10-09 03:00,6.21,M,260.00,8.00,WABB 090300Z 26008KT 080V260 9999 SCT018 31/26 Q1009 NOSIG
WABB,2023-10-09 03:30,6.21,M,240.00,8.00,WABB 090330Z 24008KT 070V240 9999 SCT018 30/25 Q1008 NOSIG
WABB,2023-10-09 04:00,6.21,M,260.00,5.00,WABB 090400Z 26005KT 070V260 9999 SCT018 30/25 Q1008 NOSIG
WABB,2023-10-09 04:30,6.21,M,260.00,10.00,WABB 090430Z 26010KT 080V260 9999 SCT018 31/26 Q1007 NOSIG
WABB,2023-10-09 05:00,6.21,M,260.00,7.00,WABB 090500Z 26007KT 080V260 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-10-09 05:30,6.21,M,270.00,9.00,WABB 090530Z 27009KT 080V270 9999 SCT018 31/26 Q1007 NOSIG
WABB,2023-10-09 06:00,6.21,M,250.00,9.00,WABB 090600Z 25009KT 080V250 9999 SCT018 30/25 Q1006 NOSIG
WABB,2023-10-09 06:30,6.21,M,270.00,7.00,WABB 090630Z 27007KT 080V270 9999 SCT018 30/25 Q1006 NOSIG
WABB,2023-10-09 07:00,6.21,M,250.00,7.00,WABB 090700Z 25007KT 080V250 9999 SCT018 30/25 Q1006 NOSIG
WABB,2023-10-09 07:30,6.21,M,270.00,9.00,WABB 090730Z 27009KT 080V270 9999 SCT018 30/25 Q1007 NOSIG
WABB,2023-10-09 08:00,6.21,M,260.00,9.00,WABB 090800Z 26009KT 070V260 9999 SCT018 30/25 Q1007 NOSIG
WABB,2023-10-09 08:30,6.21,M,280.00,6.00,WABB 090830Z 28006KT 090V280 9999 SCT018 29/25 Q1007 NOSIG
WABB,2023-10-09 09:00,6.21,M,260.00,5.00,WABB 090900Z 26005KT 090V260 9999 SCT018 29/25 Q1007 NOSIG
WABB,2023-10-09 09:30,6.21,M,260.00,6.00,WABB 090930Z 26006KT 080V260 9999 SCT018 29/24 Q1008 NOSIG
